call_id,ticker,quarter,call_start,new_transcript,transcript_segments,status,new_model_for_research,anchor_status,call_start_source,transcript_source_url,market_provider,market_source_url,benchmark,exclusion_reason
AMD_Q2_2022,AMD,Q2 2022,2022-08-02T17:00:00-04:00,True,116,modeled,True,primary_verified,https://ir.amd.com/news-events/press-releases/detail/1084/amd-reports-second-quarter-2022-financial-results,https://www.marketbeat.com/earnings/reports/2022-8-2-advanced-micro-devices-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2022-08.parquet,QQQ,
AMD_Q3_2022,AMD,Q3 2022,2022-11-01T17:00:00-04:00,True,138,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2022-11-1-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2022-11-1-advanced-micro-devices-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2022-11.parquet,QQQ,
AMD_Q4_2022,AMD,Q4 2022,2023-01-31T17:00:00-05:00,True,116,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2023-1-31-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2023-1-31-advanced-micro-devices-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2023-01.parquet,QQQ,
AMD_Q1_2023,AMD,Q1 2023,2023-05-02T17:00:00-04:00,True,138,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2023-5-2-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2023-5-2-advanced-micro-devices-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2023-05.parquet,QQQ,
AMD_Q2_2023,AMD,Q2 2023,2023-08-01T17:00:00-04:00,True,129,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2023-8-1-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2023-8-1-advanced-micro-devices-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2023-08.parquet,QQQ,
AMD_Q3_2023,AMD,Q3 2023,2023-10-31T17:00:00-04:00,True,114,failed_coverage_or_model,,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2023-10-31-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2023-10-31-advanced-micro-devices-inc-stock/,none,,QQQ,"SPY insufficient coverage: {'call_bars': 39, 'expected_call_minutes': 60, 'coverage_fraction': 0.65, 'max_call_gap_seconds': 360.0, 'pre_release_bars': 120, 'first_price': '2023-10-31T18:00:00+00:00', 'last_price': '2023-10-31T22:45:00+00:00'}"
AMD_Q4_2023,AMD,Q4 2023,2024-01-30T17:00:00-05:00,True,110,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2024-1-30-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2024-1-30-advanced-micro-devices-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2024-01.parquet,QQQ,
AMD_Q1_2024,AMD,Q1 2024,2024-04-30T17:00:00-04:00,True,137,failed_coverage_or_model,,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2024-4-30-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2024-4-30-advanced-micro-devices-inc-stock/,none,,QQQ,AMD duplicate price timestamps
AMD_Q2_2024,AMD,Q2 2024,2024-07-30T17:00:00-04:00,True,111,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2024-7-30-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2024-7-30-advanced-micro-devices-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2024-07.parquet,QQQ,
AMD_Q3_2024,AMD,Q3 2024,2024-10-29T17:00:00-04:00,True,112,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2024-10-29-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2024-10-29-advanced-micro-devices-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2024-10.parquet,QQQ,
AMD_Q4_2024,AMD,Q4 2024,2025-02-04T17:00:00-05:00,True,95,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2025-2-4-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2025-2-4-advanced-micro-devices-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2025-02.parquet,QQQ,
AMD_Q1_2025,AMD,Q1 2025,2025-05-06T17:00:00-04:00,True,108,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2025-5-6-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2025-5-6-advanced-micro-devices-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2025-05.parquet,QQQ,
AMD_Q2_2025,AMD,Q2 2025,2025-08-05T17:00:00-04:00,True,96,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2025-8-5-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2025-8-5-advanced-micro-devices-inc-stock/,huggingface-mito0o852-finnhub-1m,https://huggingface.co/datasets/mito0o852/OHLCV-1m/blob/main/data/ohlcv_2025-08.parquet,SPY,
AMD_Q3_2025,AMD,Q3 2025,2025-11-04T17:00:00-05:00,True,113,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2025-11-4-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2025-11-4-advanced-micro-devices-inc-stock/,huggingface-mito0o852-finnhub-1m,https://huggingface.co/datasets/mito0o852/OHLCV-1m/blob/main/data/ohlcv_2025-11.parquet,QQQ,
AMD_Q4_2025,AMD,Q4 2025,2026-02-03T17:00:00-05:00,True,94,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2026-2-3-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2026-2-3-advanced-micro-devices-inc-stock/,huggingface-mito0o852-finnhub-1m,https://huggingface.co/datasets/mito0o852/OHLCV-1m/blob/main/data/ohlcv_2026-02.parquet,QQQ,
AMD_Q1_2026,AMD,Q1 2026,2026-05-05T17:00:00-04:00,True,132,transcript_only,,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2026-5-5-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2026-5-5-advanced-micro-devices-inc-stock/,none,,QQQ,No historical minute-price file covers this month.
AMD_Q2_2026,AMD,Q2 2026,2026-08-04T17:00:00-04:00,True,99,modeled,False,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2026-8-4-advanced-micro-devices-inc-stock/,https://www.marketbeat.com/earnings/reports/2026-8-4-advanced-micro-devices-inc-stock/,yahoo-chart-2m,,QQQ,
AVGO_Q1_2020,AVGO,Q1 2020,2020-03-12T17:00:00-04:00,True,69,failed_coverage_or_model,,primary_verified,https://investors.broadcom.com/news-releases/news-release-details/broadcom-inc-announces-first-quarter-fiscal-year-2020-financial,https://www.marketbeat.com/earnings/reports/2020-3-12-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 14, 'expected_call_minutes': 44, 'coverage_fraction': 0.3181818181818182, 'max_call_gap_seconds': 480.0, 'pre_release_bars': 120, 'first_price': '2020-03-12T18:00:00+00:00', 'last_price': '2020-03-12T22:29:00+00:00'}"
AVGO_Q2_2020,AVGO,Q2 2020,2020-06-04T17:00:00-04:00,True,56,modeled,True,primary_verified,https://investors.broadcom.com/news-releases/news-release-details/broadcom-inc-announces-second-quarter-fiscal-year-2020-financial,https://www.marketbeat.com/earnings/reports/2020-6-4-broadcom-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2020-06.parquet,SPY,
AVGO_Q3_2020,AVGO,Q3 2020,2020-09-03T17:00:00-04:00,True,60,failed_coverage_or_model,,primary_verified,https://investors.broadcom.com/news-releases/news-release-details/broadcom-inc-announce-third-quarter-fiscal-year-2020-financial,https://www.marketbeat.com/earnings/reports/2020-9-3-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 19, 'expected_call_minutes': 39, 'coverage_fraction': 0.48717948717948717, 'max_call_gap_seconds': 360.0, 'pre_release_bars': 120, 'first_price': '2020-09-03T18:00:00+00:00', 'last_price': '2020-09-03T22:23:00+00:00'}"
AVGO_Q4_2020,AVGO,Q4 2020,2020-12-10T17:00:00-05:00,True,67,failed_coverage_or_model,,primary_verified,https://investors.broadcom.com/news-releases/news-release-details/broadcom-inc-announces-fourth-quarter-and-fiscal-year-2020,https://www.marketbeat.com/earnings/reports/2020-12-10-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 17, 'expected_call_minutes': 53, 'coverage_fraction': 0.32075471698113206, 'max_call_gap_seconds': 600.0, 'pre_release_bars': 119, 'first_price': '2020-12-10T19:00:00+00:00', 'last_price': '2020-12-10T23:38:00+00:00'}"
AVGO_Q1_2021,AVGO,Q1 2021,2021-03-04T17:00:00-05:00,True,62,failed_coverage_or_model,,primary_verified,https://investors.broadcom.com/news-releases/news-release-details/broadcom-inc-announces-first-quarter-fiscal-year-2021-financial,https://www.marketbeat.com/earnings/reports/2021-3-4-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 27, 'expected_call_minutes': 47, 'coverage_fraction': 0.574468085106383, 'max_call_gap_seconds': 300.0, 'pre_release_bars': 120, 'first_price': '2021-03-04T19:00:00+00:00', 'last_price': '2021-03-04T23:30:00+00:00'}"
AVGO_Q2_2021,AVGO,Q2 2021,2021-06-03T17:00:00-04:00,True,76,failed_coverage_or_model,,primary_verified,https://investors.broadcom.com/news-releases/news-release-details/broadcom-inc-announces-second-quarter-fiscal-year-2021-financial,https://www.marketbeat.com/earnings/reports/2021-6-3-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 9, 'expected_call_minutes': 47, 'coverage_fraction': 0.19148936170212766, 'max_call_gap_seconds': 840.0, 'pre_release_bars': 114, 'first_price': '2021-06-03T18:01:00+00:00', 'last_price': '2021-06-03T22:21:00+00:00'}"
AVGO_Q3_2021,AVGO,Q3 2021,2021-09-02T17:00:00-04:00,True,76,failed_coverage_or_model,,primary_verified,https://investors.broadcom.com/news-releases/news-release-details/broadcom-inc-announces-third-quarter-fiscal-year-2021-financial,https://www.marketbeat.com/earnings/reports/2021-9-2-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 24, 'expected_call_minutes': 47, 'coverage_fraction': 0.5106382978723404, 'max_call_gap_seconds': 420.0, 'pre_release_bars': 119, 'first_price': '2021-09-02T18:00:00+00:00', 'last_price': '2021-09-02T22:31:00+00:00'}"
AVGO_Q4_2021,AVGO,Q4 2021,2021-12-09T17:00:00-05:00,True,99,failed_coverage_or_model,,primary_verified,https://investors.broadcom.com/news-releases/news-release-details/broadcom-inc-announces-fourth-quarter-and-fiscal-year-2021,https://www.marketbeat.com/earnings/reports/2021-12-9-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 30, 'expected_call_minutes': 60, 'coverage_fraction': 0.5, 'max_call_gap_seconds': 540.0, 'pre_release_bars': 119, 'first_price': '2021-12-09T19:00:00+00:00', 'last_price': '2021-12-09T23:44:00+00:00'}"
AVGO_Q1_2022,AVGO,Q1 2022,2022-03-03T17:00:00-05:00,True,94,failed_coverage_or_model,,primary_verified,https://investors.broadcom.com/news-releases/news-release-details/broadcom-inc-announces-first-quarter-fiscal-year-2022-financial,https://www.marketbeat.com/earnings/reports/2022-3-3-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 26, 'expected_call_minutes': 56, 'coverage_fraction': 0.4642857142857143, 'max_call_gap_seconds': 300.0, 'pre_release_bars': 119, 'first_price': '2022-03-03T19:00:00+00:00', 'last_price': '2022-03-03T23:32:00+00:00'}"
AVGO_Q2_2022,AVGO,Q2 2022,2022-05-26T08:00:00-04:00,True,83,failed_coverage_or_model,,primary_verified,https://investors.broadcom.com/news-releases/news-release-details/broadcom-inc-announces-second-quarter-fiscal-year-2022-financial,https://www.marketbeat.com/earnings/reports/2022-5-26-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 25, 'expected_call_minutes': 60, 'coverage_fraction': 0.4166666666666667, 'max_call_gap_seconds': 480.0, 'pre_release_bars': 1, 'first_price': '2022-05-26T10:07:00+00:00', 'last_price': '2022-05-26T13:45:00+00:00'}"
AVGO_Q3_2022,AVGO,Q3 2022,2022-09-01T17:00:00-04:00,True,75,failed_coverage_or_model,,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2022-9-1-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2022-9-1-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 16, 'expected_call_minutes': 51, 'coverage_fraction': 0.3137254901960784, 'max_call_gap_seconds': 660.0, 'pre_release_bars': 120, 'first_price': '2022-09-01T18:00:00+00:00', 'last_price': '2022-09-01T22:28:00+00:00'}"
AVGO_Q4_2022,AVGO,Q4 2022,2022-12-08T17:00:00-05:00,True,104,failed_coverage_or_model,,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2022-12-8-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2022-12-8-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 5, 'expected_call_minutes': 54, 'coverage_fraction': 0.09259259259259259, 'max_call_gap_seconds': 1830.0, 'pre_release_bars': 117, 'first_price': '2022-12-08T19:00:00+00:00', 'last_price': '2022-12-08T23:36:00+00:00'}"
AVGO_Q1_2023,AVGO,Q1 2023,2023-03-02T17:00:00-05:00,True,100,failed_coverage_or_model,,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2023-3-2-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2023-3-2-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 22, 'expected_call_minutes': 55, 'coverage_fraction': 0.4, 'max_call_gap_seconds': 360.0, 'pre_release_bars': 119, 'first_price': '2023-03-02T19:00:00+00:00', 'last_price': '2023-03-02T23:23:00+00:00'}"
AVGO_Q2_2023,AVGO,Q2 2023,2023-06-01T17:00:00-04:00,True,95,failed_coverage_or_model,,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2023-6-1-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2023-6-1-broadcom-inc-stock/,none,,QQQ,"SPY insufficient coverage: {'call_bars': 42, 'expected_call_minutes': 57, 'coverage_fraction': 0.7368421052631579, 'max_call_gap_seconds': 360.0, 'pre_release_bars': 120, 'first_price': '2023-06-01T18:00:00+00:00', 'last_price': '2023-06-01T22:42:00+00:00'}"
AVGO_Q3_2023,AVGO,Q3 2023,2023-08-31T17:00:00-04:00,True,87,failed_coverage_or_model,,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2023-8-31-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2023-8-31-broadcom-inc-stock/,none,,QQQ,AVGO duplicate price timestamps
AVGO_Q4_2023,AVGO,Q4 2023,2023-12-07T17:00:00-05:00,True,109,failed_coverage_or_model,,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2023-12-7-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2023-12-7-broadcom-inc-stock/,none,,QQQ,"AVGO insufficient coverage: {'call_bars': 39, 'expected_call_minutes': 56, 'coverage_fraction': 0.6964285714285714, 'max_call_gap_seconds': 480.0, 'pre_release_bars': 120, 'first_price': '2023-12-07T19:00:00+00:00', 'last_price': '2023-12-07T23:39:00+00:00'}"
AVGO_Q1_2024,AVGO,Q1 2024,2024-03-07T17:15:00-05:00,True,94,modeled,True,primary_verified,https://investors.broadcom.com/news-releases/news-release-details/broadcom-inc-announces-first-quarter-fiscal-year-2024-financial,https://www.marketbeat.com/earnings/reports/2024-3-7-broadcom-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2024-03.parquet,QQQ,
AVGO_Q2_2024,AVGO,Q2 2024,2024-06-12T17:00:00-04:00,True,102,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2024-6-12-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2024-6-12-broadcom-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2024-06.parquet,QQQ,
AVGO_Q3_2024,AVGO,Q3 2024,2024-09-05T17:00:00-04:00,True,102,failed_coverage_or_model,,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2024-9-5-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2024-9-5-broadcom-inc-stock/,none,,QQQ,"SPY insufficient coverage: {'call_bars': 28, 'expected_call_minutes': 57, 'coverage_fraction': 0.49122807017543857, 'max_call_gap_seconds': 600.0, 'pre_release_bars': 120, 'first_price': '2024-09-05T18:00:00+00:00', 'last_price': '2024-09-05T22:41:00+00:00'}"
AVGO_Q4_2024,AVGO,Q4 2024,2024-12-12T17:00:00-05:00,True,96,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2024-12-12-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2024-12-12-broadcom-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2024-12.parquet,QQQ,
AVGO_Q1_2025,AVGO,Q1 2025,2025-03-06T17:00:00-05:00,True,104,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2025-3-6-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2025-3-6-broadcom-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2025-03.parquet,QQQ,
AVGO_Q2_2025,AVGO,Q2 2025,2025-06-05T17:00:00-04:00,True,100,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2025-6-5-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2025-6-5-broadcom-inc-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2025-06.parquet,QQQ,
AVGO_Q3_2025,AVGO,Q3 2025,2025-09-04T17:00:00-04:00,True,99,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2025-9-4-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2025-9-4-broadcom-inc-stock/,huggingface-mito0o852-finnhub-1m,https://huggingface.co/datasets/mito0o852/OHLCV-1m/blob/main/data/ohlcv_2025-09.parquet,QQQ,
AVGO_Q4_2025,AVGO,Q4 2025,2025-12-11T17:00:00-05:00,True,85,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2025-12-11-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2025-12-11-broadcom-inc-stock/,huggingface-mito0o852-finnhub-1m,https://huggingface.co/datasets/mito0o852/OHLCV-1m/blob/main/data/ohlcv_2025-12.parquet,QQQ,
AVGO_Q1_2026,AVGO,Q1 2026,2026-03-04T17:00:00-05:00,True,95,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2026-3-4-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2026-3-4-broadcom-inc-stock/,huggingface-mito0o852-finnhub-1m,https://huggingface.co/datasets/mito0o852/OHLCV-1m/blob/main/data/ohlcv_2026-03.parquet,QQQ,
AVGO_Q2_2026,AVGO,Q2 2026,2026-06-03T17:00:00-04:00,False,93,transcript_only,,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2026-6-3-broadcom-inc-stock/,,none,,QQQ,No historical minute-price file covers this month.
AVGO_Q3_2026,AVGO,Q3 2026,2026-09-02T17:00:00-04:00,True,87,modeled,True,source_reported_unverified,https://www.marketbeat.com/earnings/reports/2026-9-2-broadcom-inc-stock/,https://www.marketbeat.com/earnings/reports/2026-9-2-broadcom-inc-stock/,yahoo-chart-1m,,QQQ,
COIN_Q1_2021,COIN,Q1 2021,2021-05-13T17:00:00-04:00,True,69,modeled,True,primary_verified,https://investor.coinbase.com/events-and-presentations/events/event-details/2021/Coinbase-First-Quarter-2021-Earnings-Call/default.aspx,https://www.marketbeat.com/earnings/reports/2021-5-13-coinbase-global-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2021-05.parquet,SPY,
COIN_Q2_2021,COIN,Q2 2021,2021-08-10T17:30:00-04:00,True,58,failed_coverage_or_model,,primary_verified,https://investor.coinbase.com/events-and-presentations/events/event-details/2021/Second-Quarter-2021-Earnings-Call/default.aspx,https://www.marketbeat.com/earnings/reports/2021-8-10-coinbase-global-stock/,huggingface-ggaddam-finnhub-1m,https://huggingface.co/datasets/ggaddam/OHLCV-1m/blob/main/data/ohlcv_2021-08.parquet,QQQ,"SPY insufficient coverage: {'call_bars': 9, 'expected_call_minutes': 30, 'coverage_fraction': 0.3, 'max_call_gap_seconds': 660.0, 'pre_release_bars': 118, 'first_price': '2021-08-10T18:30:00+00:00', 'last_price': '2021-08-10T22:45:00+00:00'}"
COIN_Q3_2021,COIN,Q3 2021,2021-11-09T17:30:00-05:00,True,94,failed_coverage_or_model,,primary_verified,https://investor.coinbase.com/events-and-presentations/events/event-details/2021/Third-Quarter-2021-Earnings-Call/default.aspx,https://www.marketbeat.com/earnings/reports/2021-11-9-coinbase-global-stock/,none,,QQQ,"SPY insufficient coverage: {'call_bars': 25, 'expected_call_minutes': 47, 'coverage_fraction': 0.5319148936170213, 'max_call_gap_seconds': 360.0, 'pre_release_bars': 120, 'first_price': '2021-11-09T19:30:00+00:00', 'last_price': '2021-11-10T00:02:00+00:00'}"
